,Unnamed: 0,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
588,588,497,Serperior,Serpiroyal,ジャローダ (Jalorda),5,Normal,Regal Pokémon,1,Grass,,3.3,63.0,2,Overgrow,,Contrary,528.0,75.0,75.0,95.0,75.0,95.0,113.0,45.0,70.0,238.0,Medium Slow,2,Field,Grass,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
589,589,498,Tepig,Floink,ポカブ (Pokabu),5,Normal,Fire Pig Pokémon,1,Fire,,0.5,9.9,2,Blaze,,Thick Fat,308.0,65.0,63.0,45.0,45.0,45.0,45.0,45.0,70.0,62.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
590,590,499,Pignite,Ferkokel,チャオブー (Chaoboo),5,Normal,Fire Pig Pokémon,2,Fire,Fighting,1.0,55.5,2,Blaze,,Thick Fat,418.0,90.0,93.0,55.0,70.0,55.0,55.0,45.0,70.0,146.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
591,591,500,Emboar,Flambirex,エンブオー (Enbuoh),5,Normal,Mega Fire Pig Pokémon,2,Fire,Fighting,1.6,150.0,2,Blaze,,Reckless,528.0,110.0,123.0,65.0,100.0,65.0,65.0,45.0,70.0,238.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
592,592,501,Oshawott,Ottaro,ミジュマル (Mijumaru),5,Normal,Sea Otter Pokémon,1,Water,,0.5,5.9,2,Torrent,,Shell Armor,308.0,55.0,55.0,45.0,63.0,45.0,45.0,45.0,70.0,62.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
593,593,502,Dewott,Zwottronin,フタチマル (Futachimaru),5,Normal,Discipline Pokémon,1,Water,,0.8,24.5,2,Torrent,,Shell Armor,413.0,75.0,75.0,60.0,83.0,60.0,60.0,45.0,70.0,145.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
594,594,503,Samurott,Admurai,ダイケンキ (Daikenki),5,Normal,Formidable Pokémon,1,Water,,1.5,94.6,2,Torrent,,Shell Armor,528.0,95.0,100.0,85.0,108.0,70.0,70.0,45.0,70.0,238.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
595,595,504,Patrat,Nagelotz,ミネズミ (Minezumi),5,Normal,Scout Pokémon,1,Normal,,0.5,11.6,3,Run Away,Keen Eye,Analytic,255.0,45.0,55.0,39.0,35.0,39.0,42.0,255.0,70.0,51.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
596,596,505,Watchog,Kukmarda,ミルホッグ (Miruhog),5,Normal,Lookout Pokémon,1,Normal,,1.1,27.0,3,Illuminate,Keen Eye,Analytic,420.0,60.0,85.0,69.0,60.0,69.0,77.0,255.0,70.0,147.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
597,597,506,Lillipup,Yorkleff,ヨーテリー (Yorterrie),5,Normal,Puppy Pokémon,1,Normal,,0.4,4.1,3,Vital Spirit,Pickup,Run Away,275.0,45.0,60.0,45.0,25.0,45.0,55.0,255.0,70.0,55.0,Medium Slow,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
598,598,507,Herdier,Terribark,ハーデリア (Herderrie),5,Normal,Loyal Dog Pokémon,1,Normal,,0.9,14.7,3,Intimidate,Sand Rush,Scrappy,370.0,65.0,80.0,65.0,35.0,65.0,60.0,120.0,70.0,130.0,Medium Slow,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
599,599,508,Stoutland,Bissbark,ムーランド (Mooland),5,Normal,Big-Hearted Pokémon,1,Normal,,1.2,61.0,3,Intimidate,Sand Rush,Scrappy,500.0,85.0,110.0,90.0,45.0,90.0,80.0,45.0,70.0,225.0,Medium Slow,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
600,600,509,Purrloin,Felilou,チョロネコ (Choroneko),5,Normal,Devious Pokémon,1,Dark,,0.4,10.1,3,Limber,Unburden,Prankster,281.0,41.0,50.0,37.0,50.0,37.0,66.0,255.0,70.0,56.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
601,601,510,Liepard,Kleoparda,レパルダス (Lepardas),5,Normal,Cruel Pokémon,1,Dark,,1.1,37.5,3,Limber,Unburden,Prankster,446.0,64.0,88.0,50.0,88.0,50.0,106.0,90.0,70.0,156.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
602,602,511,Pansage,Vegimak,ヤナップ (Yanappu),5,Normal,Grass Monkey Pokémon,1,Grass,,0.6,10.5,2,Gluttony,,Overgrow,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,70.0,63.0,Medium Fast,1,Field,,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
603,603,512,Simisage,Vegichita,ヤナッキー (Yanakkie),5,Normal,Thorn Monkey Pokémon,1,Grass,,1.1,30.5,2,Gluttony,,Overgrow,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,70.0,174.0,Medium Fast,1,Field,,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
604,604,513,Pansear,Grillmak,バオップ (Baoppu),5,Normal,High Temp Pokémon,1,Fire,,0.6,11.0,2,Gluttony,,Blaze,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,70.0,63.0,Medium Fast,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
605,605,514,Simisear,Grillchita,バオッキー (Baokkie),5,Normal,Ember Pokémon,1,Fire,,1.0,28.0,2,Gluttony,,Blaze,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,70.0,174.0,Medium Fast,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
606,606,515,Panpour,Sodamak,ヒヤップ (Hiyappu),5,Normal,Spray Pokémon,1,Water,,0.6,13.5,2,Gluttony,,Torrent,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,70.0,63.0,Medium Fast,1,Field,,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
607,607,516,Simipour,Sodachita,ヒヤッキー (Hiyakkie),5,Normal,Geyser Pokémon,1,Water,,1.0,29.0,2,Gluttony,,Torrent,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,70.0,174.0,Medium Fast,1,Field,,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
608,608,517,Munna,Somniam,ムンナ (Munna),5,Normal,Dream Eater Pokémon,1,Psychic,,0.6,23.3,3,Forewarn,Synchronize,Telepathy,292.0,76.0,25.0,45.0,67.0,55.0,24.0,190.0,70.0,58.0,Fast,1,Field,,50.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
609,609,518,Musharna,Somnivora,ムシャーナ (Musharna),5,Normal,Drowsing Pokémon,1,Psychic,,1.1,60.5,3,Forewarn,Synchronize,Telepathy,487.0,116.0,55.0,85.0,107.0,95.0,29.0,75.0,70.0,170.0,Fast,1,Field,,50.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
610,610,519,Pidove,Dusselgurr,マメパト (Mamepato),5,Normal,Tiny Pigeon Pokémon,2,Normal,Flying,0.3,2.1,3,Big Pecks,Super Luck,Rivalry,264.0,50.0,55.0,50.0,36.0,30.0,43.0,255.0,70.0,53.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
611,611,520,Tranquill,Navitaub,ハトーボー (Hatoboh),5,Normal,Wild Pigeon Pokémon,2,Normal,Flying,0.6,15.0,3,Big Pecks,Super Luck,Rivalry,358.0,62.0,77.0,62.0,50.0,42.0,65.0,120.0,70.0,125.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
612,612,521,Unfezant,Fasasnob,ケンホロウ (Kenhallow),5,Normal,Proud Pokémon,2,Normal,Flying,1.2,29.0,3,Big Pecks,Super Luck,Rivalry,488.0,80.0,115.0,80.0,65.0,55.0,93.0,45.0,70.0,220.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
613,613,522,Blitzle,Elezeba,シママ (Shimama),5,Normal,Electrified Pokémon,1,Electric,,0.8,29.8,3,Lightning Rod,Motor Drive,Sap Sipper,295.0,45.0,60.0,32.0,50.0,32.0,76.0,190.0,70.0,59.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
614,614,523,Zebstrika,Zebritz,ゼブライカ (Zebraika),5,Normal,Thunderbolt Pokémon,1,Electric,,1.6,79.5,3,Lightning Rod,Motor Drive,Sap Sipper,497.0,75.0,100.0,63.0,80.0,63.0,116.0,75.0,70.0,174.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
615,615,524,Roggenrola,Kiesling,ダンゴロ (Dangoro),5,Normal,Mantle Pokémon,1,Rock,,0.4,18.0,3,Sturdy,Weak Armor,Sand Force,280.0,55.0,75.0,85.0,25.0,25.0,15.0,255.0,70.0,56.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
616,616,525,Boldore,Sedimantur,ガントル (Gantle),5,Normal,Ore Pokémon,1,Rock,,0.9,102.0,3,Sturdy,Weak Armor,Sand Force,390.0,70.0,105.0,105.0,50.0,40.0,20.0,120.0,70.0,137.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
617,617,526,Gigalith,Brockoloss,ギガイアス (Gigaiath),5,Normal,Compressed Pokémon,1,Rock,,1.7,260.0,3,Sturdy,Sand Stream,Sand Force,515.0,85.0,135.0,130.0,60.0,80.0,25.0,45.0,70.0,232.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
618,618,527,Woobat,Fleknoil,コロモリ (Koromori),5,Normal,Bat Pokémon,2,Psychic,Flying,0.4,2.1,3,Unaware,Klutz,Simple,323.0,65.0,45.0,43.0,55.0,43.0,72.0,190.0,70.0,65.0,Medium Fast,2,Field,Flying,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
619,619,528,Swoobat,Fletiamo,ココロモリ (Kokoromori),5,Normal,Courting Pokémon,2,Psychic,Flying,0.9,10.5,3,Unaware,Klutz,Simple,425.0,67.0,57.0,55.0,77.0,55.0,114.0,45.0,70.0,149.0,Medium Fast,2,Field,Flying,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
620,620,529,Drilbur,Rotomurf,モグリュー (Mogurew),5,Normal,Mole Pokémon,1,Ground,,0.3,8.5,3,Sand Rush,Sand Force,Mold Breaker,328.0,60.0,85.0,40.0,30.0,45.0,68.0,120.0,70.0,66.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
621,621,530,Excadrill,Stalobor,ドリュウズ (Doryuzu),5,Normal,Subterrene Pokémon,2,Ground,Steel,0.7,40.4,3,Sand Rush,Sand Force,Mold Breaker,508.0,110.0,135.0,60.0,50.0,65.0,88.0,60.0,70.0,178.0,Medium Fast,1,Field,,50.0,20.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
622,622,531,Audino,Ohrdoch,タブンネ (Tabunne),5,Normal,Hearing Pokémon,1,Normal,,1.1,31.0,3,Healer,Regenerator,Klutz,445.0,103.0,60.0,86.0,60.0,86.0,50.0,255.0,70.0,390.0,Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
624,624,532,Timburr,Praktibalk,ドッコラー (Dokkorer),5,Normal,Muscular Pokémon,1,Fighting,,0.6,12.5,3,Guts,Sheer Force,Iron Fist,305.0,75.0,80.0,55.0,25.0,35.0,35.0,180.0,70.0,61.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
625,625,533,Gurdurr,Strepoli,ドテッコツ (Dotekkotsu),5,Normal,Muscular Pokémon,1,Fighting,,1.2,40.0,3,Guts,Sheer Force,Iron Fist,405.0,85.0,105.0,85.0,40.0,50.0,40.0,90.0,70.0,142.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
626,626,534,Conkeldurr,Meistagrif,ローブシン (Roubushin),5,Normal,Muscular Pokémon,1,Fighting,,1.4,87.0,3,Guts,Sheer Force,Iron Fist,505.0,105.0,140.0,95.0,55.0,65.0,45.0,45.0,70.0,227.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
627,627,535,Tympole,Schallquap,オタマロ (Otamaro),5,Normal,Tadpole Pokémon,1,Water,,0.5,4.5,3,Swift Swim,Hydration,Water Absorb,294.0,50.0,50.0,40.0,50.0,40.0,64.0,255.0,70.0,59.0,Medium Slow,1,Water 1,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
628,628,536,Palpitoad,Mebrana,ガマガル (Gamagaru),5,Normal,Vibration Pokémon,2,Water,Ground,0.8,17.0,3,Swift Swim,Hydration,Water Absorb,384.0,75.0,65.0,55.0,65.0,55.0,69.0,120.0,70.0,134.0,Medium Slow,1,Water 1,,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
629,629,537,Seismitoad,Branawarz,ガマゲロゲ (Gamageroge),5,Normal,Vibration Pokémon,2,Water,Ground,1.5,62.0,3,Swift Swim,Poison Touch,Water Absorb,509.0,105.0,95.0,75.0,85.0,75.0,74.0,45.0,70.0,229.0,Medium Slow,1,Water 1,,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
630,630,538,Throh,Jiutesto,ナゲキ (Nageki),5,Normal,Judo Pokémon,1,Fighting,,1.3,55.5,3,Guts,Inner Focus,Mold Breaker,465.0,120.0,100.0,85.0,30.0,85.0,45.0,45.0,70.0,163.0,Medium Fast,1,Human-Like,,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
631,631,539,Sawk,Karadonis,ダゲキ (Dageki),5,Normal,Karate Pokémon,1,Fighting,,1.4,51.0,3,Sturdy,Inner Focus,Mold Breaker,465.0,75.0,125.0,75.0,30.0,75.0,85.0,45.0,70.0,163.0,Medium Fast,1,Human-Like,,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
632,632,540,Sewaddle,Strawickl,クルミル (Kurumiru),5,Normal,Sewing Pokémon,2,Bug,Grass,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,310.0,45.0,53.0,70.0,40.0,60.0,42.0,255.0,70.0,62.0,Medium Slow,1,Bug,,50.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
633,633,541,Swadloon,Folikon,クルマユ (Kurumayu),5,Normal,Leaf-Wrapped Pokémon,2,Bug,Grass,0.5,7.3,3,Leaf Guard,Chlorophyll,Overcoat,380.0,55.0,63.0,90.0,50.0,80.0,42.0,120.0,70.0,133.0,Medium Slow,1,Bug,,50.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
634,634,542,Leavanny,Matrifol,ハハコモリ (Hahakomori),5,Normal,Nurturing Pokémon,2,Bug,Grass,1.2,20.5,3,Swarm,Chlorophyll,Overcoat,500.0,75.0,103.0,80.0,70.0,80.0,92.0,45.0,70.0,225.0,Medium Slow,1,Bug,,50.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
635,635,543,Venipede,Toxiped,フシデ (Fushide),5,Normal,Centipede Pokémon,2,Bug,Poison,0.4,5.3,3,Poison Point,Swarm,Speed Boost,260.0,30.0,45.0,59.0,30.0,39.0,57.0,255.0,70.0,52.0,Medium Slow,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
636,636,544,Whirlipede,Rollum,ホイーガ (Wheega),5,Normal,Curlipede Pokémon,2,Bug,Poison,1.2,58.5,3,Poison Point,Swarm,Speed Boost,360.0,40.0,55.0,99.0,40.0,79.0,47.0,120.0,70.0,126.0,Medium Slow,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
637,637,545,Scolipede,Cerapendra,ペンドラー (Pendror),5,Normal,Megapede Pokémon,2,Bug,Poison,2.5,200.5,3,Poison Point,Swarm,Speed Boost,485.0,60.0,100.0,89.0,55.0,69.0,112.0,45.0,70.0,218.0,Medium Slow,1,Bug,,50.0,20.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
638,638,546,Cottonee,Waumboll,モンメン (Monmen),5,Normal,Cotton Puff Pokémon,2,Grass,Fairy,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,280.0,40.0,27.0,60.0,37.0,50.0,66.0,190.0,70.0,56.0,Medium Fast,2,Fairy,Grass,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
639,639,547,Whimsicott,Elfun,エルフーン (Elfuun),5,Normal,Windveiled Pokémon,2,Grass,Fairy,0.7,6.6,3,Prankster,Infiltrator,Chlorophyll,480.0,60.0,67.0,85.0,77.0,75.0,116.0,75.0,70.0,168.0,Medium Fast,2,Fairy,Grass,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
640,640,548,Petilil,Lilminip,チュリネ (Churine),5,Normal,Bulb Pokémon,1,Grass,,0.5,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,280.0,45.0,35.0,50.0,70.0,50.0,30.0,190.0,70.0,56.0,Medium Fast,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
641,641,549,Lilligant,Dressella,ドレディア (Dredear),5,Normal,Flowering Pokémon,1,Grass,,1.1,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,480.0,70.0,60.0,75.0,110.0,75.0,90.0,75.0,70.0,168.0,Medium Fast,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
642,642,550,Basculin Red-Striped Form,Barschuft,バスラオ (Bassrao),5,Normal,Hostile Pokémon,1,Water,,1.0,18.0,3,Reckless,Adaptability,Mold Breaker,460.0,70.0,92.0,65.0,80.0,55.0,98.0,25.0,70.0,161.0,Medium Fast,1,Water 2,,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
643,643,550,Basculin Blue-Striped Form,Barschuft,バスラオ (Bassrao),5,Normal,Hostile Pokémon,1,Water,,1.0,18.0,3,Rock Head,Adaptability,Mold Breaker,460.0,70.0,92.0,65.0,80.0,55.0,98.0,25.0,70.0,161.0,Medium Fast,1,Water 2,,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
644,644,551,Sandile,Ganovil,メグロコ (Meguroco),5,Normal,Desert Croc Pokémon,2,Ground,Dark,0.7,15.2,3,Intimidate,Moxie,Anger Point,292.0,50.0,72.0,35.0,35.0,35.0,65.0,180.0,70.0,58.0,Medium Slow,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
645,645,552,Krokorok,Rokkaiman,ワルビル (Waruvile),5,Normal,Desert Croc Pokémon,2,Ground,Dark,1.0,33.4,3,Intimidate,Moxie,Anger Point,351.0,60.0,82.0,45.0,45.0,45.0,74.0,90.0,70.0,123.0,Medium Slow,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
646,646,553,Krookodile,Rabigator,ワルビアル (Waruvial),5,Normal,Intimidation Pokémon,2,Ground,Dark,1.5,96.3,3,Intimidate,Moxie,Anger Point,519.0,95.0,117.0,80.0,65.0,70.0,92.0,45.0,70.0,234.0,Medium Slow,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
647,647,554,Darumaka,Flampion,ダルマッカ (Darumakka),5,Normal,Zen Charm Pokémon,1,Fire,,0.6,37.5,2,Hustle,,Inner Focus,315.0,70.0,90.0,45.0,15.0,45.0,50.0,120.0,70.0,63.0,Medium Slow,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
648,648,554,Galarian Darumaka,Flampion,ダルマッカ (Darumakka),5,Normal,Zen Charm Pokémon,1,Ice,,0.7,40.0,2,Hustle,,Inner Focus,315.0,70.0,90.0,45.0,15.0,45.0,50.0,,,,Medium Slow,1,Field,,,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
649,649,555,Darmanitan Standard Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Blazing Pokémon,1,Fire,,1.3,92.9,2,Sheer Force,,Zen Mode,480.0,105.0,140.0,55.0,30.0,55.0,95.0,60.0,70.0,168.0,Medium Slow,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
650,650,555,Darmanitan Zen Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Blazing Pokémon,2,Fire,Psychic,1.3,92.9,2,Sheer Force,,Zen Mode,540.0,105.0,30.0,105.0,140.0,105.0,55.0,60.0,70.0,189.0,Medium Slow,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
651,651,555,Darmanitan Galarian Standard Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Zen Charm Pokémon,1,Ice,,1.7,120.0,2,Gorilla Tactics,,Zen Mode,480.0,105.0,140.0,55.0,30.0,55.0,95.0,,,,Medium Slow,1,Field,,,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
